id_registro,productos
504,CAÑA DE AZUCAR
505,CAÑA DE AZUCAR
506,CAÑA DE AZUCAR
507,CAÑA DE AZUCAR
508,CAÑA DE AZUCAR
509,CAÑA DE AZUCAR
510,CAÑA DE AZUCAR
511,CAÑA DE AZUCAR
512,YERBA MATE
513,CAÑA DE AZUCAR
514,CAÑA DE AZUCAR
515,CAÑA DE AZUCAR
516,CAÑA DE AZUCAR
517,CAÑA DE AZUCAR
518,CAÑA DE AZUCAR
519,CAÑA DE AZUCAR
520,CAÑA DE AZUCAR
521,CAÑA DE AZUCAR
522,CAÑA DE AZUCAR
523,CAÑA DE AZUCAR
524,CAÑA DE AZUCAR
525,CAÑA DE AZUCAR
526,CAÑA DE AZUCAR
527,CAÑA DE AZUCAR
528,YERBA MATE
529,CAÑA DE AZUCAR
530,CAÑA DE AZUCAR
531,CAÑA DE AZUCAR
532,CAÑA DE AZUCAR
533,CAÑA DE AZUCAR
534,CAÑA DE AZUCAR
535,YERBA MATE
536,TE
536,YERBA MATE
537,CAÑA DE AZUCAR
538,CAÑA DE AZUCAR
539,SIN PROD.
540,TE
541,CAÑA DE AZUCAR
542,YERBA MATE
543,CAÑA DE AZUCAR
544,CAÑA DE AZUCAR
545,CAÑA DE AZUCAR
546,CAÑA DE AZUCAR
547,CAÑA DE AZUCAR
548,YERBA
548,CAÑA DE AZUCAR
548,MANDIOCA
548,AROMATICAS
548,MEDICINALES
549,CAÑA DE AZUCAR
550,CAÑA DE AZUCAR
551,CAÑA DE AZUCAR
552,YERBA
552,TE
552,POMELO
552,QUINOTO
552,MANDARINA
552,NARANJA.
553,CAÑA DE AZUCAR
554,CAÑA DE AZUCAR
555,TE
555,YERBA MATE
556,CAÑA DE AZUCAR
557,CAÑA DE AZUCAR
558,CAÑA DE AZUCAR
559,CAÑA DE AZUCAR
560,CAÑA DE AZUCAR
561,CAÑA DE AZUCAR
562,CAÑA DE AZUCAR
563,CAÑA DE AZUCAR
564,CAÑA DE AZUCAR
565,CAÑA DE AZUCAR
566,CAÑA DE AZUCAR
567,CAÑA DE AZUCAR
568,CAÑA DE AZUCAR
569,CAÑA DE AZUCAR
570,CAÑA DE AZUCAR
571,CAÑA DE AZUCAR
572,CAÑA DE AZUCAR
573,CAÑA DE AZUCAR
574,CAÑA DE AZUCAR
575,MONTE
575,YERBA MATE
575,CAPUERA
575,TE
576,YERBA MATE
577,CAÑA DE AZUCAR
578,CAÑA DE AZUCAR
579,CAÑA DE AZUCAR
580,CAÑA DE AZUCAR
581,CAÑA DE AZUCAR
582,CAÑA DE AZUCAR
583,CAÑA DE AZUCAR
584,CAÑA DE AZUCAR
585,CAÑA DE AZUCAR
586,CAÑA DE AZUCAR
587,CAÑA DE AZUCAR
588,YERBA MATE
589,CAÑA DE AZUCAR
590,CAÑA DE AZUCAR
591,CAÑA DE AZUCAR
592,CAÑA DE AZUCAR
593,CAÑA DE AZUCAR
594,CAÑA DE AZUCAR
595,CAÑA DE AZUCAR
596,CAÑA DE AZUCAR
597,CAÑA DE AZUCAR
598,CAÑA DE AZUCAR
599,CAÑA DE AZUCAR
600,YERBA MATE
601,CAÑA DE AZUCAR
602,CAÑA DE AZUCAR
603,CAÑA DE AZUCAR
604,CAÑA DE AZUCAR
605,YERBA MATE
606,CAÑA DE AZUCAR
607,CAÑA DE AZUCAR
608,CAÑA DE AZUCAR
609,CAÑA DE AZUCAR
610,CAÑA DE AZUCAR
611,CAÑA DE AZUCAR
612,CAÑA DE AZUCAR
613,CAÑA DE AZUCAR
614,CAÑA DE AZUCAR
615,CAÑA DE AZUCAR
616,POROTO SABLE
616,STEVIA
616,YERBA MATE
617,CAÑA DE AZUCAR
618,CAÑA DE AZUCAR
619,CAÑA DE AZUCAR
620,CAÑA DE AZUCAR
621,CAÑA DE AZUCAR
622,CAÑA DE AZUCAR
623,CAÑA DE AZUCAR
624,CAÑA DE AZUCAR
625,CAÑA DE AZUCAR
626,CAÑA DE AZUCAR
627,CAÑA DE AZUCAR
629,CAÑA DE AZUCAR
630,CAÑA DE AZUCAR
631,CAÑA DE AZUCAR
632,CAÑA DE AZUCAR
633,CAÑA DE AZUCAR
634,CAÑA DE AZUCAR
635,CAÑA DE AZUCAR
636,CAÑA DE AZUCAR
637,YERBA MATE
637,STEVIA
637,ANANA
637,MANDARINA
638,CAÑA DE AZUCAR
639,CAÑA DE AZUCAR
640,CAÑA DE AZUCAR
641,CAÑA DE AZUCAR
642,VAQUILLONAS
642,TERNEROS
642,TOROS
642,VACAS
643,CAÑA DE AZUCAR
644,MANZANA
644,PERA
645,CIRUELA
645,DURAZNO
646,MANZANA
646,PERA
647,MANZANA
647,PERA
648,MANZANA
648,VIVERO
649,MANZANA
649,PERA
650,PERA
650,MANZANA
650,CIRUELA
651,MANZANA
651,PERA
651,CIRUELA
652,MANZANA
652,PERA
652,CIRUELA
653,MANZANAS
653,PERAS
654,MANZANA
654,PERA
655,MANZANA
656,PERA
657,MANZANA
657,PERA
658,MANZANA
658,PERA
659,MANZANA
659,PERA
660,MANZANA
660,PERA
661,MANZANA
661,PERA
662,MANZANA
663,MANZANA
663,PERA
664,MANZANA
664,PERA
665,MANZANA
665,PERA
666,PERA
667,PERA
668,MANZANA
668,PERA
669,MANZANA
669,PERA
670,MANZANA
670,PERA
671,PERA
672,MANZANA
672,PERA
673,MANZANA
673,PERA
674,MANZANA
674,PERA
675,MANZANA
675,PERA
675,CEREZA
675,VIVERO
676,MANZANA
676,PERA
677,MANZANA
677,PERA
678,MANZANA
678,PERA
679,PERA
680,MANZANA
680,PERA
681,MANZANA
681,PERA
682,MANZANA
682,PERA
682,CEREZA
682,DURAZNO
682,DAMASCO
683,MANZANA
683,PERA
683,CIRUELA
684,MANZANA
685,PERA
686,MANZANA
686,PERA
687,MANZANAS
687,PERAS
688,MANZANA
688,PERA
689,PERA
690,MANZANA
690,PERA
691,MANZANA
691,PERA
692,MANZANA
692,PERA
692,CALENDULA
693,MANZANA
693,PERA
694,PERA
694,MANZANA
694,CIRUELA
695,MANZANA
695,PERA
696,MANZANA
696,PERA
697,PERA
697,CIRUELA
698,VACAS
698,LECHE
698,VAQUILLONAS
698,NOVILLOS
698,TERNERAS
698,TERNEROS
698,TOROS
699,CEREZA
700,PERA
700,MANZANA
701,PERA
701,MANZANA
702,PERA
702,MANZANA
703,CERELAES
703,OELAGINOSAS
703,MEGAFARDOS DE ALFALFA.
704,PERA
704,MANZANA
705,PERA
705,MANZANA
705,PELON
705,DURAZNO
706,MANZANAS
706,PERAS
707,PERA
707,MANZANA
708,MANZANA
709,MANZANA
709,PERA
710,MANZANAS
711,MANZANAS
711,PERAS
712,VID
713,VID
714,VID
715,VID
716,VID
717,VID
718,MANZANA
718,PERA
719,VACAS
719,VAQUILLONAS
719,TOROS
720,PERA
721,PERA
722,MANZANA
722,PERA
723,GANADERIA BOVINA
723,GANADERIA OVINA (CARNE
723,LANA)
724,MANZANAS
724,PERAS
725,MANZANAS
725,PERAS
726,MANZANAS
726,PERAS
727,MANZANAS
727,PERAS
728,MANZANAS
728,PERAS
729,MANZANAS
729,PERAS
730,PERA
730,MANZANA
731,MANZANAS
731,PERAS
732,MANZANAS
732,PERAS
733,MANZANA
733,PERA
734,MANZANA
734,PERA
734,CIRUELA
734,PELON
735,PERA
735,MANZANA
736,PERA
736,MANZANA
736,VID
737,MANZANAS
737,PERAS
738,MANZANA
738,PERA
739,PERA
740,PERA
741,MANZANA
741,PERA
742,PERAS
742,MANZANAS
743,PERAS
743,MANZANAS
744,PERAS
744,MANZANAS
745,PERAS
745,MANZANAS
746,PERAS
746,MANZANAS
747,PERAS
747,MANZANAS
748,PERAS
748,MANZANAS
749,PERA
749,MANZANA
749,DURAZNO
750,PERA
751,MANZANA
751,PERA
752,MANZANA
752,PERA
753,MANZANAS
753,PERAS
754,MANZANA
754,PERA
755,PERA
755,MANZANA
755,INCULTO
756,PERA
756,MANZANA
757,PERA
757,MANZANA
758,MANZANA
758,PERA
759,FRAMBUESA
759,DESCANSO
759,ARANDANO
759,ZARZAMORA
759,MONTE
759,INCULTO
759,CEREZA
759,CORINTO
759,CASSIS
759,GROSELLA
759,MEMBRILLO
760,MANZANA
760,PERA
761,MANZANA
761,PERA
762,PERA
762,MANZANA
762,MEMBRILLO
762,INCULTO
762,DAMASCO
762,CIRUELA
762,AVELLANAS
762,ALMENDRAS
762,DURAZNO
762,CEREZA
763,MANZANA
763,PERA
764,PERAS
764,MANZANAS.
765,PERAS
765,MANZANAS.
766,MANZANA
767,PERA
768,PERA
769,MANZANA
769,PERA
770,BORREGAS
770,OVEJAS
770,BORREGOS
770,CARNEROS
770,CAPONES
771,MANZANA
771,PERA
771,NOGAL
772,MANZANAS
772,PERAS
773,MANZANA
773,PERA
773,CIRUELA
774,MANZANA
774,PERA
775,MANZANA
775,PERA
776,MANZANA
776,PERA
777,MANZANA
777,PERA
778,MANZANA
778,PERA
779,PERAS
780,MANZANAS
780,PERAS
781,MANZANA
781,PERA
782,PERA
783,MANZANA
783,PERA
785,MANZANA
785,PERA
786,MANZANA
786,PERA
787,MANZANA
787,PERA
788,MANZANA
788,PERA
789,MANZANA
789,PERA
790,MANZANAS
791,MANZANAS
791,PERAS
792,MANZANA
792,PERA
793,MANZANA
793,PERA
794,MANZANA
794,PERA
795,MANZANA
795,PERA
796,MANZANA
796,PERA
797,MANZANAS
797,PERAS
798,MANZANA
798,PERA
798,DURAZNO
799,MANZANAS
799,PERAS
800,PERAS
801,PERAS
801,MANZANAS
802,MANZANA
802,PERA
803,MANZANA
803,PERA
804,MANZANA
804,PERA
804,PELON
805,MANZANA
805,PERA
806,MANZANA
806,PERA
807,NUECES
807,NUEZ SECA PELADA
807,NUEZ SECA CON CASCARA
808,NUECES
808,NUEZ SECA PELADA
808,NUEZ SECA CON CASCARA
809,MANZANA
809,PERA
810,MANZANA
810,PERA
811,PERAS
812,PERAS
813,MANZANA
813,PERA
814,MANZANAS
814,PERAS
815,MANZANAS
815,PERAS
816,LANA SUCIA
816,OVEJAS
816,BORREGOS
816,BORREGAS
816,CAPONES
816,CORDEROS
816,CARNEROS
817,MANZANAS
817,PERAS
818,MANZANAS
818,PERAS
819,PERA
819,MANZANA
819,CEREZA
820,MANZANA
820,PERA
821,MANZANA
821,PERA
822,MANZANA
822,PERA
823,MANZANA
823,PERA
824,MANZANAS
824,PERAS
825,MANZANAS
825,PERAS
826,MANZANA
826,PERA
827,UVAS
828,MANZANA
828,PERA
828,DURAZNO
829,MANZANZA
829,PERA
829,DURAZNO
829,CIRUELA
830,PERAS
831,MANZANA
831,PERA
832,MANZANA
832,PERA
833,MANZANA
833,PERA
834,MANZANA
834,PERA
835,CHIA (SALVIA HISPANICA L)
835,SOJA
835,POROTO
836,CEREALES
836,OLEAGINOSAS
836,LEGUMINOSAS
837,AROMATICAS
837,PASTOS NATURALES E IMPLANTADOS
838,SESAMO
838,CHIA (SALVIA HISPANICA L)
839,VID
840,CHIA (SALVIA HISPANICA L)
840,MAIZ PISINGALLO
840,CAMPO NATURAL
841,DESCANSO
841,CAÑA DE AZUCAR
842,CHIA (SALVIA HISPANICA L.)
843,DESCANSO
844,DESCANSO
845,QUINOA
845,CHIA (SALVIA HISPANICA L)
845,SESAMO
845,SORGO
846,SESAMO
846,CHIA
847,CAÑA DE AZUCAR
847,INCULTO
848,CAÑA DE AZUCAR
848,INCULTO
848,MONTE
849,CAÑA DE AZUCAR
849,MONTE
850,BOVINOS
850,NUECES
851,CAÑA DE AZUCAR
851,DESCANSO
851,MONTE
852,CAÑA DE AZUCAR
852,INCULTO
853,CAMPO INCULTO
854,INCULTO
855,CHIA (SALVIA HISPANICA L.)
856,CHIA (SALVIA HISPANICA L.)
857,CHIA (SALVIA HISPANICA L)
858,CHIA (SALVIA HISPANICA L)
858,POROTO
858,CAPUERA
859,ALFALFA
860,VID
861,INCULTO
862,POROTO NEGRO
862,DESCANSO
863,CAÑA DE AZUCAR
863,MONTE
864,VID
865,CHIA
866,CHIA
867,CHIA
868,MAIZ
869,UVAS
869,QUINOA
870,ZAPALLO
871,ESPARRAGO
871,ZAPALLO ANCO
871,ALAMO
872,VID
873,VID
874,AJO
874,CAMPO NATURAL
874,ZAPALLO
875,UVA DE MESA
875,INCULTO
875,PASAS DE UVA
876,UVA DE MESA
876,PASAS DE UVA
877,UVA
877,INCULTO
877,PASAS DE UVA
877,CAMPO NATURAL
878,VID
879,MOSTAZA
879,MEMBRILLO
879,ZAPALLO
879,MENTA
879,SALVIA
879,MELISA
879,AJENJO
879,CIBOULETTE
879,CEDRON
879,ROMERO
879,AZAFRAN
879,AJI
879,OREGANO
879,LAVANDA
879,NOGAL
879,MATICO
879,ESTRAGON
879,TOMATE
879,ALFALFA
879,MONTE
879,INCULTO
880,VID
880,OLIVOS
881,VID
881,OLIVOS
882,VID
883,OLIVOS
884,VID
885,VID
885,MELON
886,AJO
887,UVA
887,VID
887,ACEITUNAS
887,MANZANA
887,PERA
887,ALMENDRAS
887,NUEZ
887,CIRUELA
887,DURAZNO
887,DAMASCO
887,HIGOS
887,POMELO
887,LIMON
887,MANDARINA
887,NARANJA
887,LIMA
887,ACELGA
887,INCULTO
887,MEMBRILLO
887,CEREZA
887,AVELLANAS
887,BROCOLI
887,ESPINACA
887,LECHUGA
887,REMOLACHA
887,MONTE
888,VID
889,ZAPALLO
889,ESPARRAGOS
890,ESPARRAGOS
891,ESPARRAGOS
891,BROCOLI
891,REPOLLO
892,ESPARRAGOS
892,BROCOLI
892,REPOLLO
893,ESPARRAGOS
893,ALCAUCIL
894,ESPARRAGOS
895,ESPARRAGOS
895,INCULTO
896,VID
897,VID
897,DURAZNO
897,TOMATE PERITA
898,VID
899,VID
900,VID
900,PASAS DE UVA
900,PISTACHO
900,OLIVO
900,CAMPO NATURAL
901,VID
902,VID
903,PASTURA NATURAL
904,VACAS
904,TERNERAS
904,TERNEROS
904,TOROS
904,VAQUILLONAS
905,OREGANO
905,TOMILLO
905,ROMERO
905,LAVANDA
905,MENTA
905,MAIZ
905,ZAPALLO ANCO
906,ALFALFA
907,ZAPALLO
907,FRAMBUESA
907,MONTE
907,AJO
907,CEBOLLA
907,INCULTO
908,SIN PROD.
909,LANA SUCIA
909,OVEJAS
909,BORREGOS
909,BORREGAS
909,CAPONES
909,CARNEROS
910,GANADERIA OVINA (CARNE
910,LANA)
911,GANADERIA BOVINA
911,GANADERIA OVINA (CARNE
911,LANA)
912,LANA SUCIA
912,OVEJAS
912,CORDEROS
912,BORREGAS
912,CARNEROS
913,OVEJAS
913,CAPONES
913,BORREGOS
913,CARNEROS
914,GANADERIA OVINA (CARNE
914,LANA)
915,TRUCHA ARCO IRIS
916,VAQUILLONAS
916,VACAS
916,TERNEROS
917,OVEJAS
917,BORREGAS
917,BORREGOS
917,CAPONES
917,CARNEROS
918,LANA SUCIA
918,OVEJAS
918,CARNEROS
918,BORREGOS
918,BORREGAS
918,CAPONES
919,OVEJAS
919,LANA SUCIA
919,BORREGOS
919,BORREGAS
919,CARNEROS
920,LANA SUCIA
920,OVEJAS
920,CAPONES
920,BORREGOS
920,BORREGAS
920,CARNEROS
921,OVEJAS
921,LANA SUCIA
921,BORREGAS
921,BORREGOS
921,CARNEROS
921,CAPONES
922,OVEJAS
922,BORREGAS
922,CAPONES
922,CARNEROS
923,TRIGO
923,SORGO
924,GIRASOL
924,SOJA
924,TRIGO
924,MAIZ PISINGALLO
925,HIGOS
925,GRANADAS
925,PALTAS
926,MIEL
926,SUBPRODUCTOS DE LA COLMENA
927,MIEL
928,MIEL
929,TRIGO
929,SOJA
930,BOVINOS
931,BOVINOS
932,PASTOS NATURALES
933,FRUTICULTURA
933,HORTICULTURA
933,AROMATICAS
933,MEDICINALES; DULCES
934,MIEL
934,SUBPRODUCTOS DE LA COLMENA
935,MIEL
936,MIEL
936,EXTRACCION
936,FRACCIONAMIENTO DE MIEL
937,MIEL
938,CEREALES
938,OLEAGINOSAS.
939,HORTALIZAS DE HOJA
939,RAIZ
939,FRUTO
939,CONGELADO DE FRUTILLAS
940,CEREALES
940,OLEAGINOSAS
940,LEGUMINOSAS
941,MIEL
941,SUBPRODUCTOS DE LA COLMENA
942,MIEL
942,SUBPRODUCTOS DE LA COLMENA
943,MIEL
943,SUBPRODUCTOS DE LA COLMENA
944,MIEL
944,SUBPRODUCTOS DE LA COLMENA
945,HORTALIZAS DE HOJAS
945,FRUTOS
945,AROMATICAS
946,MIEL
946,SUBPRODUCTOS DE LA COLMENA
947,CHIA
948,MIEL
948,SUBPRODUCTOS DE LA COLMENA
949,ARANDANO
950,INCULTO
950,ARANDANO
951,ARANDANO
951,FRUTILLA
952,ARANDANO
952,INCULTO
952,FRAMBUESA
953,ARANDANO
953,MORA
954,ARANDANO
954,INCULTO
955,ARANDANO
956,ARANDANO
956,INCULTO
956,MONTE
957,CHIA (SALVIA HISPANICA L)
957,POROTO NEGRO
957,GARBANZO
958,LIMON
959,ARANDANO
959,INCULTO
960,INCULTO
960,ARANDANO
961,ARANDANO
961,FRUTILLA
961,INCULTO
962,CHIA (SALVIA HISPANICA L.)
963,LIMON
964,CHIA (SALVIA HISPANICA L)
964,FRUTILLA
964,INCULTO
965,ARANDANO
965,INCULTO
965,PASTIZAL NATURAL
966,PALTA
966,LIMON
966,NARANJA
966,MANDARINA
966,INCULTO
967,CHIA
968,ARANDANO
968,INCULTO
969,VACAS
969,TOROS
969,VAQUILLONAS
969,TERNERAS
969,NOVILLOS
970,VACAS
970,TERNEROS
970,TERNERAS
970,VAQUILLONAS
970,TOROS
971,VACAS
971,TOROS
971,TERNEROS
971,VAQUILLONAS
972,MEJILLON
973,EMULSION CORPORAL SUAVIZANTE
973,EMULSION CORPORAL NUTRITIVA
973,EMULSION CORPORAL ANTIAGE
973,CREMA FACIAL ANTIAGE
973,CREMA FACIAL DIURNA
973,CREMA FACIAL NOCTURNA NUTRITIVA
973,SERUM CONTORNO DE OJOS
973,SERUM CONTORNO DE LABIOS
973,TONICO FACIAL
973,ACEITE DE LIMPIEZA
974,MIEL
975,PAPILLA PARA BEBE
976,MIEL
977,CHIA (SALVIA HISPANICA L)
978,NUEZ PECAN
979,ACOPIO DE CEREALES
979,OLEAGINOSAS
980,ACEITE DE GIRASOL
980,ACEITE DE COLZA
980,EXPELLER DE GIRASOL
980,EXPELLER DE COLZA
980,HARINA DE COLZA
981,SOJA
981,GIRASOL
981,HARINA SOJA
981,HARINA GIRASOL
981,ACEITE DE SOJA
981,ACEITE DE GIRASOL
981,COLZA
981,HARINA DE COLZA
981,ACEITE DE COLZA
981,GARBANZO
982,CHIA
982,ARROZ
982,TORTA DE SOJA
982,MAIZ
982,TRIGO
982,GIRASOL
982,CARTAMO
982,HARINA DE SOJA
982,HARINA DE GIRASOL 
982,ACEITE DE SOJA
982,AVENA
982,SORGO
982,CEBADA
982,LINO
982,CENTENO
982,MIJO
982,ACEITE DE GIRASOL
983,CEREALES
983,OLEAGINOSAS
984,ACEITE DE OLIVA
985,FRUTAS
985,FRUTAS IQF
986,FRUTAS
986,HORTALIZAS.
987,YERBA MATE
988,MIEL
988,SUBPRODUCTOS DE LA COLMENA.
989,AZUCAR DE CAÑA
990,ACEITE DE GIRASOL
990,HARINA DE TRIGO
991,YERBA MATE
991,TE
992,MIEL
992,CERA
993,TURRON
993,GARRAPIÑADA
993,CARAMELOS
993,CHUPETINES
993,MIEL
994,TRIGO
995,KIWIS
996,LINO
996,MIJO
996,SOJA
996,ARROZ
996,GIRASOL
996,AVENA ARROLLADA
997,QUESO
997,QUESO SABORIZADO
998,TRIGO
999,ALIMENTO BALANCEADO
1000,FRUTAS
1000,HORTALIZAS FRESCAS
1000,DULCES
1001,AZUCAR DE CAÑA
1002,AZUCAR DE CAÑA
1003,MERMELADA DE KIWI
1003,JUGO DE KIWI
1003,JUGO DE FRAMBUESA
1003,JUGO DE DURAZNO
1003,JUGO DE CIRUELA
1003,JUGO DE PERA
1003,JUGO DE ARANDANO
1003,PULPA DE KIWI
1003,PULPA DE FRAMBUESA
1003,PULPA DE DURAZNO
1003,PULPA DE CIRUELA
1003,PULPA DE PERA
1003,PULPA DE ARANDANO
1004,CHUFA
1005,SOJA
1005,MAIZ
1005,MAIZ PISINGALLO
1005,GIRASOL
1005,TRIGO
1005,SORGO
1005,ARVEJA
1005,CEBADA
1005,LINO
1006,AZUCAR INTEGRAL DE CAÑA
1006,ACEITE DE OLIVA
1006,HARINA INTEGRAL (SUPER FINA
1006,FINA
1006,GRUESA)
1006,YERBA MATE (SUAVE
1006,FUERTE
1006,COMPUESTA
1006,SIN PALO
1006,CON PALO)
1006,HARINA DE SOJA
1006,HARINA DE SOJA TOSTADA
1006,POROTO DE SOJA
1006,SEMILLAS DE LINO
1006,TRIGO PAN
1006,HARINA DE MAIZ
1006,TE VERDE (SAQUITOS
1006,HEBRAS)
1006,SEMITA DE MAIZ
1006,MAIZ PISINGALLO
1006, ACEITUNAS VERDES
1006,ACEITUNAS NEGRAS
1006,TE NEGRO (SAQUITOS
1006,HEBRAS)
1006, MIX PARA MILANESA DE SOJA
1006,REBOZADOR
1006,TE DE ROSA MOSQUETA (SAQUITOS).
1007,TE ROJO
1007,TE DE ROSA MOSQUETA
1007,YERBA MATE
1008,HIERBAS AROMATICAS
1008,AJEDREA
1008,SALVIA
1008,MELISA
1008,ROMERO
1008,OREGANO
1008,TOMILLO
1008,MENTA
1008,YERBA MATE
1008,ESTRAGON
1008,LAVANDA
1008,LAVANDIN
1008,MEZCLA PARA AVES
1008,CARNES
1008,PESCADOS
1008,MEZCLA DE HIERBAS PARA INFUSION
1008,TE VERDE CON MENTA
1008,CEDRON
1008,HISOPO
1008,HOJA DE PARRA
1008,CHIA
1008,TILO
1009,GALLETA DE ARROZ
1009,REBOZADOR DE ARROZ
1009,HARINA DE ARROZ
1009,ARROZ
1009,MAIZ
1009,LINO
1009,GIRASOL
1010,SORGO
1010,LINO
1010,SOJA
1010,MAIZ
1010,MAIZ PISINGALLO
1010,GIRASOL
1010,COLZA CANOLA
1010,ACEITE DE SOJA
1010,ACEITE DE GIRASOL
1010,EXPELLER DE GIRASOL
1010,ACEITE DE COLZA CANOLA
1010,EXPELLER DE COLZA CANOLA
1010,ACEITE DE CARTAMO
1010,EXPELLER DE CARTAMO
1011,MIEL
1011,CERA
1012,CEREALES
1012,OLEAGINOSAS.
1013,MIEL
1013,SUBPRODUCTOS DE LA COLMENA.
1014,CHIA (SALVIA HISPANICA L.)
1014,ACEITE DE CHIA
1015,AJO NEGRO
1016,CHIA (SALVIA HISPANICA L.)
1016,SESAMO
1017,KIWIS
1018,ACEITE DE GIRASOL
1018,EXPELLER DE GIRASOL
1018,ACEITE DE CANOLA
1018,ACEITE DE SOJA
1018,EXPELLER DE SOJA
1018,GIRASOL
1018,CANOLA
1018,EXPELLER DE CANOLA
1018,SORGO
1018,TRIGO
1018,MAIZ PISINGALLO
1018,MAIZ
1018,SOJA
1019,MAIZ
1019,GIRASOL
1019,SOJA
1019,CANOLA
1020,GIRASOL
1020,SOJA
1020,MAIZ
1020,CANOLA
1021,TOFU
1022,MIEL.
1023,MENTA
1023,TE
1024,ALCOHOL
1025,AVENA ARROLLADA
1026,CEBADA
1027,MIEL.
1028,GIRASOL
1028,SOJA
1028,MAIZ
1028,MAIZ PISINGALLO
1028,CANOLA
1029,MAIZ
1029,MAIZ PISINGALLO
1029,SOJA
1029,GIRASOL
1029,CANOLA
1029,TRIGO
1029,CEBADA
1030,MAIZ
1030,SOJA
1030,GIRASOL
1030,TRIGO
1030,CEBADA
1030,CANOLA
1031,ACEITE DE SOJA
1031,ACEITE DE GIRASOL
1031,ACEITES DE COLZA
1031,HARINA DE SOJA
1031, EXPELLER DE GIRASOL
1031,EXPELLER DE CANOLA
1032,HARINA DE MAIZ
1032,HOMINY GRITS
1032,MAIZ PISINGALLO
1032,SEMOLA DE MAIZ
1032,SEMITA DE MAIZ
1032,HARINA ZOOTECNICA
1033,ARROZ
1033,TRIGO
1033,HORTALIZAS
1033,SOJA
1033,SALSA DE SOJA
1033,PASTA DE SOJA
1033,QUESO DE SOJA
1034,GIRASOL ALTO OLEICO
1034,SOJA
1034,MAIZ
1034,GIRASOL
1034,CANOLA
1034,GARBANZO
1035,SEMILLAS
1035,HARINAS
1035,ACEITES
1036,ARANDANO
1036,FRAMBUESA
1036,ZAPALLO
1037,HORTALIZAS.
1038,LINO
1038,CHIA (SALVIA HISPANICA L.)
1039,MIEL
1040,VINO
